ENST00000080059	51564	N
ENST00000081029	60488	N
ENST00000083182	10513	N
ENST00000084795	6141	hsa03010=Ribosome
ENST00000084798	770	N
ENST00000085068	79763	N
ENST00000085219	933	hsa04514=Cell adhesion molecules (CAMs).hsa04640=Hematopoietic cell lineage.hsa04662=B cell receptor signaling pathway
ENST00000086933	2928	N
ENST00000155840	3784	hsa04725=Cholinergic synapse.hsa04971=Gastric acid secretion.hsa04972=Pancreatic secretion.hsa04974=Protein digestion and absorption
ENST00000155858	29850	hsa04742=Taste transduction
ENST00000155926	28951	N
ENST00000156084	55593	hsa04622=RIG-I-like receptor signaling pathway
ENST00000156109	27238	N
ENST00000156476	26085	N
ENST00000156499	43847	N
ENST00000156626	55808	hsa00512=Mucin type O-Glycan biosynthesis.hsa01100=Metabolic pathways
ENST00000156825	53615	N
ENST00000157600	29995	N
ENST00000157812	5704	hsa03050=Proteasome
ENST00000158009	54752	N
ENST00000158166	84254	hsa04920=Adipocytokine signaling pathway
ENST00000158762	9744	hsa04144=Endocytosis
ENST00000158771	51009	hsa04141=Protein processing in endoplasmic reticulum
ENST00000159060	50508	hsa04145=Phagosome.hsa04380=Osteoclast differentiation.hsa04670=Leukocyte transendothelial migration
ENST00000159087	57719	N
ENST00000159111	23030	N
ENST00000160262	3385	hsa04514=Cell adhesion molecules (CAMs)
ENST00000160373	83992	N
ENST00000160382	51412	N
ENST00000160740	23152	N
ENST00000160827	3835	N
ENST00000161006	64063	N
ENST00000161559	634	N
ENST00000161863	64848	N
ENST00000162044	54929	N
ENST00000162330	9564	hsa04062=Chemokine signaling pathway.hsa04510=Focal adhesion.hsa04670=Leukocyte transendothelial migration.hsa04810=Regulation of actin cytoskeleton.hsa05100=Bacterial invasion of epithelial cells
ENST00000162391	55810	N
ENST00000162749	7132	hsa04010=MAPK signaling pathway.hsa04060=Cytokine-cytokine receptor interaction.hsa04210=Apoptosis.hsa04380=Osteoclast differentiation.hsa04920=Adipocytokine signaling pathway.hsa05010=Alzheimer's disease.hsa05014=Amyotrophic lateral sclerosis (ALS).hsa05142=Chagas disease (American trypanosomiasis).hsa05145=Toxoplasmosis.hsa05152=Tuberculosis.hsa05160=Hepatitis C.hsa05164=Influenza A.hsa05166=HTLV-I infection.hsa05168=Herpes simplex infection
ENST00000163416	9950	N
ENST00000164024	1951	N
ENST00000164133	5526	hsa03015=mRNA surveillance pathway.hsa04114=Oocyte meiosis.hsa04310=Wnt signaling pathway.hsa04728=Dopaminergic synapse
ENST00000164139	5837	hsa00500=Starch and sucrose metabolism.hsa04910=Insulin signaling pathway
ENST00000164227	602	N
ENST00000164305	9488	hsa00563=Glycosylphosphatidylinositol(GPI)-anchor biosynthesis.hsa01100=Metabolic pathways
ENST00000164640	57595	N
ENST00000165524	51052	N
ENST00000165698	65055	N
ENST00000166139	10272	N
ENST00000166244	2046	hsa04360=Axon guidance
ENST00000166345	9319	N
ENST00000167106	22846	N
ENST00000167586	3861	N
ENST00000167588	54474	N
ENST00000168216	3028	hsa00280=Valine, leucine and isoleucine degradation.hsa01100=Metabolic pathways.hsa05010=Alzheimer's disease
ENST00000168712	2249	hsa04010=MAPK signaling pathway.hsa04810=Regulation of actin cytoskeleton.hsa05200=Pathways in cancer.hsa05218=Melanoma
ENST00000168977	27231	hsa00760=Nicotinate and nicotinamide metabolism
ENST00000169298	6480	hsa00510=N-Glycan biosynthesis.hsa00514=Other types of O-glycan biosynthesis.hsa01100=Metabolic pathways
ENST00000169551	29090	N
ENST00000169565	27091	hsa04010=MAPK signaling pathway.hsa04260=Cardiac muscle contraction.hsa05410=Hypertrophic cardiomyopathy (HCM).hsa05412=Arrhythmogenic right ventricular cardiomyopathy (ARVC).hsa05414=Dilated cardiomyopathy
ENST00000170150	80341	N
ENST00000170168	57455	hsa03008=Ribosome biogenesis in eukaryotes
ENST00000170447	23609	N
ENST00000170564	55094	N
ENST00000171111	9817	hsa04120=Ubiquitin mediated proteolysis
ENST00000171214	50700	hsa00830=Retinol metabolism.hsa01100=Metabolic pathways
ENST00000171887	7145	N
ENST00000172229	4804	hsa04060=Cytokine-cytokine receptor interaction.hsa04722=Neurotrophin signaling pathway.hsa05202=Transcriptional misregulation in cancers
ENST00000173229	9423	hsa04360=Axon guidance
ENST00000173527	51015	N
ENST00000173898	7216	N
ENST00000174618	4335	N
ENST00000175091	9741	hsa04142=Lysosome
ENST00000175238	8756	N
ENST00000175506	440	hsa00250=Alanine, aspartate and glutamate metabolism.hsa00910=Nitrogen metabolism.hsa01100=Metabolic pathways
ENST00000175756	26469	N
ENST00000176183	1815	hsa04080=Neuroactive ligand-receptor interaction.hsa04728=Dopaminergic synapse
ENST00000176195	6343	N
ENST00000176763	6793	N
ENST00000177694	30009	N
ENST00000178638	771	hsa00910=Nitrogen metabolism
ENST00000178640	5607	hsa04010=MAPK signaling pathway.hsa04540=Gap junction.hsa04722=Neurotrophin signaling pathway
ENST00000179259	57103	hsa00051=Fructose and mannose metabolism
ENST00000180166	26281	hsa04010=MAPK signaling pathway.hsa04810=Regulation of actin cytoskeleton.hsa05200=Pathways in cancer.hsa05218=Melanoma
ENST00000180173	9108	hsa00051=Fructose and mannose metabolism
ENST00000181383	1361	hsa04610=Complement and coagulation cascades.hsa04972=Pancreatic secretion.hsa04974=Protein digestion and absorption
ENST00000181796	83641	N
ENST00000181839	8621	N
ENST00000182096	131544	N
ENST00000182290	10077	N
ENST00000182527	9697	N
ENST00000184183	54763	N
ENST00000184266	4710	hsa00190=Oxidative phosphorylation.hsa01100=Metabolic pathways.hsa05010=Alzheimer's disease.hsa05012=Parkinson's disease.hsa05016=Huntington's disease
ENST00000184956	63897	N
ENST00000185150	27248	hsa04141=Protein processing in endoplasmic reticulum
ENST00000185206	53405	N
ENST00000186436	23505	N
ENST00000187397	10777	N
ENST00000187762	79041	N
ENST00000188312	64431	N
ENST00000188403	9971	hsa04976=Bile secretion
ENST00000188790	2191	N
ENST00000190165	58524	N
ENST00000192314	64090	N
ENST00000192788	54887	N
ENST00000193322	28962	N
ENST00000193391	50939	N
ENST00000194130	6561	N
ENST00000194152	56131	N
ENST00000194155	56133	N
ENST00000194214	51668	N
ENST00000194530	55437	N
ENST00000195455	10141	N
ENST00000196061	5351	hsa00310=Lysine degradation
ENST00000196169	81550	N
ENST00000196371	5019	hsa00072=Synthesis and degradation of ketone bodies.hsa00280=Valine, leucine and isoleucine degradation.hsa00650=Butanoate metabolism
ENST00000196482	25799	N
ENST00000196489	55659	N
ENST00000196548	7554	N
ENST00000196551	6193	hsa03010=Ribosome
ENST00000197268	57613	N
ENST00000198536	29992	hsa05168=Herpes simplex infection
ENST00000198765	8895	N
ENST00000198767	54700	N
ENST00000198801	80168	hsa04975=Fat digestion and absorption
ENST00000199280	359	hsa04962=Vasopressin-regulated water reabsorption
ENST00000199320	27292	N
ENST00000199389	27102	hsa04141=Protein processing in endoplasmic reticulum.hsa05160=Hepatitis C.hsa05162=Measles.hsa05164=Influenza A.hsa05168=Herpes simplex infection
ENST00000199447	51314	N
ENST00000199448	54749	N
ENST00000199706	10573	N
ENST00000199708	3049	N
ENST00000199764	4680	N
ENST00000199814	55696	hsa03040=Spliceosome
ENST00000199936	3294	hsa00140=Steroid hormone biosynthesis.hsa01100=Metabolic pathways
ENST00000200135	9183	N
ENST00000200181	3691	hsa04510=Focal adhesion.hsa04512=ECM-receptor interaction.hsa04810=Regulation of actin cytoskeleton.hsa05410=Hypertrophic cardiomyopathy (HCM).hsa05412=Arrhythmogenic right ventricular cardiomyopathy (ARVC).hsa05414=Dilated cardiomyopathy
ENST00000200307	6354	hsa04060=Cytokine-cytokine receptor interaction.hsa04062=Chemokine signaling pathway
ENST00000200453	23645	hsa04141=Protein processing in endoplasmic reticulum
ENST00000200457	7205	hsa04621=NOD-like receptor signaling pathway
ENST00000200557	4185	N
ENST00000200652	6583	N
ENST00000200676	1071	N
ENST00000200691	4504	N
ENST00000201031	7022	N
ENST00000201586	6820	hsa00140=Steroid hormone biosynthesis.hsa00920=Sulfur metabolism
ENST00000201647	54869	N
ENST00000201979	28954	N
ENST00000202017	81572	N
ENST00000202556	23368	N
ENST00000202625	343641	N
ENST00000202677	57186	N
ENST00000202773	6128	hsa03010=Ribosome
ENST00000202788	8550	hsa04010=MAPK signaling pathway
ENST00000202816	51575	N
ENST00000202831	80024	N
ENST00000202967	23409	N
ENST00000203001	51605	N
ENST00000203166	23354	N
ENST00000203407	7384	hsa00190=Oxidative phosphorylation.hsa01100=Metabolic pathways.hsa04260=Cardiac muscle contraction.hsa05010=Alzheimer's disease.hsa05012=Parkinson's disease.hsa05016=Huntington's disease
ENST00000203556	51291	N
ENST00000203629	3902	N
ENST00000203664	78990	N
ENST00000204517	7023	N
ENST00000204549	10081	N
ENST00000204566	51324	N
ENST00000204604	8646	hsa04350=TGF-beta signaling pathway
ENST00000204615	7066	hsa04640=Hematopoietic cell lineage
ENST00000204637	2323	hsa04060=Cytokine-cytokine receptor interaction.hsa04640=Hematopoietic cell lineage.hsa05200=Pathways in cancer
ENST00000204679	84572	hsa04142=Lysosome
ENST00000204726	2802	N
ENST00000204961	1947	hsa04360=Axon guidance
ENST00000205061	2734	hsa04514=Cell adhesion molecules (CAMs)
ENST00000205143	10683	hsa04330=Notch signaling pathway
ENST00000205194	57106	N
ENST00000205214	132949	N
ENST00000205386	22798	hsa04510=Focal adhesion.hsa04512=ECM-receptor interaction.hsa05145=Toxoplasmosis.hsa05146=Amoebiasis.hsa05200=Pathways in cancer.hsa05222=Small cell lung cancer
ENST00000205402	1738	hsa00010=Glycolysis / Gluconeogenesis.hsa00020=Citrate cycle (TCA cycle).hsa00260=Glycine, serine and threonine metabolism.hsa00280=Valine, leucine and isoleucine degradation.hsa00620=Pyruvate metabolism.hsa01100=Metabolic pathways
ENST00000205557	368	hsa02010=ABC transporters
ENST00000205636	54918	N
ENST00000205890	51168	N
ENST00000205948	350	N
ENST00000206020	9552	N
ENST00000206380	84336	N
ENST00000206423	151887	N
ENST00000206474	54930	N
ENST00000206513	1053	hsa05202=Transcriptional misregulation in cancers
ENST00000206542	55644	N
ENST00000206544	51310	N
ENST00000206595	55632	N
ENST00000206765	7051	N
ENST00000207157	6913	N
ENST00000207437	140465	hsa04270=Vascular smooth muscle contraction
ENST00000207457	27285	N
ENST00000207549	201294	N
ENST00000207870	9942	hsa00040=Pentose and glucuronate interconversions.hsa01100=Metabolic pathways
ENST00000209540	126370	hsa04740=Olfactory transduction
ENST00000209665	131	hsa00010=Glycolysis / Gluconeogenesis.hsa00071=Fatty acid metabolism.hsa00350=Tyrosine metabolism.hsa00830=Retinol metabolism.hsa00980=Metabolism of xenobiotics by cytochrome P450.hsa00982=Drug metabolism - cytochrome P450.hsa01100=Metabolic pathways
ENST00000209668	124	hsa00010=Glycolysis / Gluconeogenesis.hsa00071=Fatty acid metabolism.hsa00350=Tyrosine metabolism.hsa00830=Retinol metabolism.hsa00980=Metabolism of xenobiotics by cytochrome P450.hsa00982=Drug metabolism - cytochrome P450.hsa01100=Metabolic pathways
ENST00000209718	25984	N
ENST00000209728	990	hsa04110=Cell cycle
ENST00000209873	8086	hsa03013=RNA transport
ENST00000209875	23468	N
ENST00000209884	27252	N
ENST00000209929	2327	hsa00982=Drug metabolism - cytochrome P450
ENST00000210060	1725	N
ENST00000210187	25837	N
ENST00000210313	5711	N
ENST00000210444	54187	hsa00520=Amino sugar and nucleotide sugar metabolism.hsa01100=Metabolic pathways
ENST00000210633	57715	hsa04360=Axon guidance
ENST00000211076	23430	N
ENST00000211122	2940	hsa00480=Glutathione metabolism.hsa00980=Metabolism of xenobiotics by cytochrome P450.hsa00982=Drug metabolism - cytochrome P450
ENST00000211287	5603	hsa04010=MAPK signaling pathway.hsa04370=VEGF signaling pathway.hsa04380=Osteoclast differentiation.hsa04620=Toll-like receptor signaling pathway.hsa04621=NOD-like receptor signaling pathway.hsa04622=RIG-I-like receptor signaling pathway.hsa04660=T cell receptor signaling pathway.hsa04664=Fc epsilon RI signaling pathway.hsa04670=Leukocyte transendothelial migration.hsa04722=Neurotrophin signaling pathway.hsa04728=Dopaminergic synapse.hsa04912=GnRH signaling pathway.hsa04914=Progesterone-mediated oocyte maturation.hsa05014=Amyotrophic lateral sclerosis (ALS).hsa05132=Salmonella infection.hsa05133=Pertussis.hsa05140=Leishmaniasis.hsa05142=Chagas disease (American trypanosomiasis).hsa05145=Toxoplasmosis.hsa05152=Tuberculosis.hsa05160=Hepatitis C.hsa05164=Influenza A
ENST00000211314	28978	N
ENST00000211372	100128655.100506156.100507444.10255.10866	N
ENST00000211402	7407	hsa00970=Aminoacyl-tRNA biosynthesis
ENST00000211413	80863	N
ENST00000211936	7738	N
ENST00000211998	7414	hsa04510=Focal adhesion.hsa04520=Adherens junction.hsa04670=Leukocyte transendothelial migration.hsa04810=Regulation of actin cytoskeleton.hsa05100=Bacterial invasion of epithelial cells.hsa05146=Amoebiasis
ENST00000212015	23411	N
ENST00000212355	7049	N
ENST00000212369	51100	hsa04144=Endocytosis
ENST00000214869	11018	N
ENST00000215057	7593	N
ENST00000215061	79629	N
ENST00000215071	5714	hsa03050=Proteasome
ENST00000215095	112755	hsa04130=SNARE interactions in vesicular transport.hsa04721=Synaptic vesicle cycle
ENST00000215115	9274	N
ENST00000215368	1943	hsa04360=Axon guidance
ENST00000215375	513	hsa00190=Oxidative phosphorylation.hsa01100=Metabolic pathways.hsa05010=Alzheimer's disease.hsa05012=Parkinson's disease.hsa05016=Huntington's disease
ENST00000215376	255057	N
ENST00000215479	266	N
ENST00000215530	27006	hsa04010=MAPK signaling pathway.hsa04810=Regulation of actin cytoskeleton.hsa05200=Pathways in cancer.hsa05218=Melanoma
ENST00000215531	284422	N
ENST00000215539	3483	N
ENST00000215565	4713	hsa00190=Oxidative phosphorylation.hsa01100=Metabolic pathways.hsa05010=Alzheimer's disease.hsa05012=Parkinson's disease.hsa05016=Huntington's disease
ENST00000215567	9524	hsa00062=Fatty acid elongation.hsa01040=Biosynthesis of unsaturated fatty acids
ENST00000215570	26517	N
ENST00000215574	997	hsa04120=Ubiquitin mediated proteolysis.hsa05168=Herpes simplex infection
ENST00000215582	126353	N
ENST00000215587	5434	hsa00230=Purine metabolism.hsa00240=Pyrimidine metabolism.hsa01100=Metabolic pathways.hsa03020=RNA polymerase.hsa04623=Cytosolic DNA-sensing pathway.hsa05016=Huntington's disease
ENST00000215591	5442	N
ENST00000215631	4616	hsa04010=MAPK signaling pathway.hsa04110=Cell cycle.hsa04115=p53 signaling pathway
ENST00000215637	8174	hsa04514=Cell adhesion molecules (CAMs).hsa04672=Intestinal immune network for IgA production
ENST00000215659	6300	hsa04010=MAPK signaling pathway.hsa04114=Oocyte meiosis.hsa04370=VEGF signaling pathway.hsa04380=Osteoclast differentiation.hsa04620=Toll-like receptor signaling pathway.hsa04621=NOD-like receptor signaling pathway.hsa04622=RIG-I-like receptor signaling pathway.hsa04660=T cell receptor signaling pathway.hsa04664=Fc epsilon RI signaling pathway.hsa04670=Leukocyte transendothelial migration.hsa04722=Neurotrophin signaling pathway.hsa04728=Dopaminergic synapse.hsa04912=GnRH signaling pathway.hsa04914=Progesterone-mediated oocyte maturation.hsa05014=Amyotrophic lateral sclerosis (ALS).hsa05132=Salmonella infection.hsa05133=Pertussis.hsa05140=Leishmaniasis.hsa05142=Chagas disease (American trypanosomiasis).hsa05145=Toxoplasmosis.hsa05152=Tuberculosis.hsa05160=Hepatitis C.hsa05164=Influenza A
ENST00000215727	3053	hsa04610=Complement and coagulation cascades
ENST00000215730	9342	hsa04130=SNARE interactions in vesicular transport
ENST00000215739	8216	N
ENST00000215742	80764	N
ENST00000215743	4320	N
ENST00000215754	4282	hsa00350=Tyrosine metabolism.hsa00360=Phenylalanine metabolism
ENST00000215770	100037417	N
ENST00000215780	2953	hsa00480=Glutathione metabolism.hsa00980=Metabolism of xenobiotics by cytochrome P450.hsa00982=Drug metabolism - cytochrome P450
ENST00000215781	5008	hsa04060=Cytokine-cytokine receptor interaction.hsa04630=Jak-STAT signaling pathway
ENST00000215790	83874	N
ENST00000215793	10291	hsa03040=Spliceosome
ENST00000215794	11274	N
ENST00000215812	266629	N
ENST00000215829	6634	hsa03040=Spliceosome.hsa05322=Systemic lupus erythematosus
ENST00000215832	5594	hsa04010=MAPK signaling pathway.hsa04012=ErbB signaling pathway.hsa04062=Chemokine signaling pathway.hsa04114=Oocyte meiosis.hsa04150=mTOR signaling pathway.hsa04270=Vascular smooth muscle contraction.hsa04320=Dorso-ventral axis formation.hsa04350=TGF-beta signaling pathway.hsa04360=Axon guidance.hsa04370=VEGF signaling pathway.hsa04380=Osteoclast differentiation.hsa04510=Focal adhesion.hsa04520=Adherens junction.hsa04540=Gap junction.hsa04620=Toll-like receptor signaling pathway.hsa04621=NOD-like receptor signaling pathway.hsa04650=Natural killer cell mediated cytotoxicity.hsa04660=T cell receptor signaling pathway.hsa04662=B cell receptor signaling pathway.hsa04664=Fc epsilon RI signaling pathway.hsa04666=Fc gamma R-mediated phagocytosis.hsa04720=Long-term potentiation.hsa04722=Neurotrophin signaling pathway.hsa04724=Glutamatergic synapse.hsa04725=Cholinergic synapse.hsa04730=Long-term depression.hsa04810=Regulation of actin cytoskeleton.hsa04910=Insulin signaling pathway.hsa04912=GnRH signaling pathway.hsa04914=Progesterone-mediated oocyte maturation.hsa04916=Melanogenesis.hsa04930=Type II diabetes mellitus.hsa04960=Aldosterone-regulated sodium reabsorption.hsa05010=Alzheimer's disease.hsa05020=Prion diseases.hsa05132=Salmonella infection.hsa05133=Pertussis.hsa05140=Leishmaniasis.hsa05142=Chagas disease (American trypanosomiasis).hsa05145=Toxoplasmosis.hsa05152=Tuberculosis.hsa05160=Hepatitis C.hsa05164=Influenza A.hsa05200=Pathways in cancer.hsa05210=Colorectal cancer.hsa05211=Renal cell carcinoma.hsa05212=Pancreatic cancer.hsa05213=Endometrial cancer.hsa05214=Glioma.hsa05215=Prostate cancer.hsa05216=Thyroid cancer.hsa05218=Melanoma.hsa05219=Bladder cancer.hsa05220=Chronic myeloid leukemia.hsa05221=Acute myeloid leukemia.hsa05223=Non-small cell lung cancer
ENST00000215838	6948	hsa04977=Vitamin digestion and absorption
ENST00000215855	1417	N
ENST00000215862	22880	N
ENST00000215882	6576	N
ENST00000215885	50487	hsa00564=Glycerophospholipid metabolism.hsa00565=Ether lipid metabolism.hsa00590=Arachidonic acid metabolism.hsa00591=Linoleic acid metabolism.hsa00592=alpha-Linolenic acid metabolism.hsa01100=Metabolic pathways.hsa04010=MAPK signaling pathway.hsa04270=Vascular smooth muscle contraction.hsa04370=VEGF signaling pathway.hsa04664=Fc epsilon RI signaling pathway.hsa04724=Glutamatergic synapse.hsa04730=Long-term depression.hsa04912=GnRH signaling pathway.hsa04972=Pancreatic secretion.hsa04975=Fat digestion and absorption.hsa05145=Toxoplasmosis
ENST00000215886	3957	N
ENST00000215904	57026	hsa00750=Vitamin B6 metabolism.hsa01100=Metabolic pathways
ENST00000215906	57168	N
ENST00000215909	3956	N
ENST00000215912	113791	N
ENST00000215917	402055	N
ENST00000215939	1414	N
ENST00000215941	129138	N
ENST00000215957	85377	N
ENST00000215980	79019	N
ENST00000216024	11144	N
ENST00000216027	150274	N
ENST00000216034	56993	N
ENST00000216036	27156	N
ENST00000216037	7494	hsa04141=Protein processing in endoplasmic reticulum.hsa05166=HTLV-I infection
ENST00000216038	51493	N
ENST00000216039	9929	N
ENST00000216044	9567	N
ENST00000216068	10126	hsa05016=Huntington's disease
ENST00000216071	25770	N
